Row,Country,Difficulty,Question,Answer,Options,Failed,Why it failed,Remedy
12489,Chile,medium,At which FIFA World Cup will Chile's new generation debut?,2026 World Cup,2026 World Cup | 2022 World Cup | 2030 World Cup | 2034 World Cup,,,Rectified programmatically
45559,USA,medium,At which FIFA World Cup will the USA field one of the youngest squads?,2026,2026 | 2022 | 2030 | 2018,,,Rectified programmatically
4350,Belgium,medium,At which major tournament did Belgium's Jérémy Doku become a key winger?,Euro 2024,Euro 2024 | Euro 2020 | World Cup 2022 | World Cup 2018,,,Rectified programmatically
27420,Germany,medium,At which major tournament was German winger Leroy Sané a key player in 2024?,Euro 2024,Euro 2024 | World Cup 2018 | World Cup (2022) | World Cup 2026,,,Rectified programmatically
27422,Germany,easy,At which stadium did Germany lose 2-0 to England in Euro 2020?,Wembley Stadium,Wembley Stadium | Allianz Arena | Stadio Olimpico | Estádio do Dragão,,,Rectified programmatically
23773,England,medium,At which tournament did Declan Rice first anchor England's midfield?,Euro 2020,Euro 2020 | 2018 World Cup | 2022 World Cup | Euro 2024,,,Rectified programmatically
27428,Germany,medium,At which tournament did Germany's squad feature mostly Bundesliga players?,Euro 2024,Euro 2024 | Euro — 2020 | World Cup 2022 | World Cup 2018,,,Rectified programmatically
3281,Austria,medium,At which tournament did Ralf Rangnick debut Austria's pressing style?,Euro 2024,"Euro 2024 | Euro,  2020 | Euro, 2016 | Euro, 2008",,,Rectified programmatically
4356,Belgium,medium,At which tournament was Belgian winger Jérémy Doku a key player?,Euro 2024,Euro 2024 | Euro 2020 | World Cup 2022 | World Cup 2018,,,Rectified programmatically
27429,Germany,medium,At which tournament was Germany's Niclas Füllkrug a key impact substitute?,Euro 2024,Euro 2024 | World Cup 2022 | Euro 2020 | World Cup 2018,,,Rectified programmatically
4357,Belgium,medium,At which tournament was Leandro Trossard a key forward for Belgium?,Euro 2024,Euro 2024 | 2022 World Cup | Euro 2020 | 2018 World Cup,,,Rectified programmatically
27430,Germany,medium,At which tournament was Niclas Füllkrug Germany's reliable impact substitute?,Euro 2024,Euro 2024 | Euro 2020 | World Cup 2022 | World Cup 2018,,,Rectified programmatically
42234,Paraguay,medium,At which two tournaments did Gerardo Martino manage Paraguay?,"2010 World Cup, 2011","2010 World Cup, 2011 Copa América | 2014 World Cup,  2015 Copa América | 2018 World Cup, 2019 Copa América | 2006 World Cup, 2007 Copa América",,,Rectified programmatically
13911,Colombia,medium,At which two World Cups was Colombia's Juan Cuadrado a key player?,2014 and 2018,2014 and 2018 | 2010 and 2014 | 2018 and 2022 | 2010 and 2018,,,Rectified programmatically
27431,Germany,hard,At which UEFA Euros did Kai Havertz score important goals for Germany?,Euro 2020 and 2024,Euro 2020 and 2024 | Euro 2016 and 2020 | Euro 2012 and 2016 | Euro 2008 and 2012,,,Rectified programmatically
1287,Argentina,medium,At which World Cup did Argentina's squad have an average age of 28?,2022 World Cup,2022 World Cup | 2018 World Cup | 2014 World Cup | 2010 World Cup,,,Rectified programmatically
4369,Belgium,hard,At which World Cup did Belgium's Thibaut Courtois make match-winning saves?,The 2018 World Cup,The 2018 World Cup | The 2014 World Cup | The 2022 World Cup | The 2010 World Cup,,,Rectified programmatically
6174,Brazil,medium,At which World Cup did Brazil first use Marquinhos and Thiago Silva as their primary center-back pair?,2022 World Cup,2022 World Cup | 2018 World Cup | 2014 World Cup | 2010 World Cup,,,Rectified programmatically
6177,Brazil,medium,At which World Cup did Brazil's Alisson first become undisputed first-choice goalkeeper?,2018 World Cup,2018 World Cup | 2014 World Cup | 2022 World Cup | 2010 World Cup,,,Rectified programmatically
6179,Brazil,medium,"At which World Cup did Brazil's squad include players from clubs in England, Spain, France, Italy, Germany, and Brazil?",2022 World Cup,2022 World Cup | 2018 World Cup | 2014 World Cup | 2010 World Cup,,,Rectified programmatically
17563,Croatia,medium,At which World Cup did Croatia's Dominik Livaković save 4 penalties?,2022 World Cup,2022 World Cup | 2018 World Cup | 2014 World Cup | 2010 World Cup,,,Rectified programmatically
21635,Ecuador,medium,At which World Cup did Ecuador's Gonzalo Plata become a key winger?,2022 World Cup,2022 World Cup | 2018 World Cup | 2014 World Cup | 2010 World Cup,,,Rectified programmatically
23783,England,medium,At which World Cup did England's entire squad play for Premier League clubs?,2022 World Cup,2022 World Cup | 2018 World Cup | 2014 World Cup | 2010 World Cup,,,Rectified programmatically
25480,France,medium,At which World Cup did France score 16 goals?,2022 World Cup,2022 World Cup | 2010 World Cup | 2014 World Cup | 2018 World Cup,,,Rectified programmatically
29205,Ghana,medium,At which World Cup did Ghana's Mohammed Kudus become a breakout star?,2022 World Cup,2022 World Cup | 2014 World Cup | 2018 World Cup | 2010 World Cup,,,Rectified programmatically
30395,Iran,medium,At which World Cup did Iran lose 1-0 to Spain?,2018 World Cup,2018 World Cup | 2014 World Cup | 2022 World Cup | 2010 World Cup,,,Rectified programmatically
6181,Brazil,hard,At which World Cup did Marquinhos and Thiago Silva become Brazil's first-choice centre-back partnership?,The 2022 World Cup,The 2022 World Cup | The 2014 World Cup | The 2018 World Cup | The 2010 World Cup,,,Rectified programmatically
41314,New Zealand,medium,At which World Cup did New Zealand draw 1-1 with Italy?,2010 World Cup,2010 World Cup | 2006 World Cup | 2014 World Cup | 2018 World Cup,,,Rectified programmatically
12498,Chile,medium,At which World Cup might Chilean veteran Alexis Sánchez still play?,2026 World Cup,2026 World Cup | 2022 World Cup | 2030 World Cup | 2018 World Cup,,,Rectified programmatically
1289,Argentina,hard,At which World Cup was Argentina ranked 5th in the FIFA rankings?,2018 World Cup,2018 World Cup | 2014 World Cup | 2022 World Cup | 2010 World Cup,,,Rectified programmatically
2211,Australia,medium,At which World Cup was Australia's Aaron Mooy a key midfielder?,2022 World Cup,2022 World Cup | 2018 World Cup | 2014 World Cup | 2010 World Cup,,,Rectified programmatically
9614,Cameroon,medium,At which World Cup was Cameroon forward Eric Maxim Choupo-Moting a key player?,2022 World Cup,2022 World Cup | 2018 World Cup | 2014 World Cup | 2010 World Cup,,,Rectified programmatically
30403,Iran,hard,At which World Cup was Iran's campaign overshadowed by the Mahsa Amini movement?,2022 FIFA World Cup,2022 FIFA World Cup | 2014 FIFA World Cup | 2018 FIFA World Cup | 2010 FIFA World Cup,,,Rectified programmatically
42966,Senegal,medium,At which World Cup was Ismaïla Sarr a key winger for Senegal?,2022 World Cup,2022 World Cup | 2018 World Cup | 2014 World Cup | 2010 World Cup,,,Rectified programmatically
35055,Japan,hard,At which World Cup was Japan's Takumi Minamino a key attacker?,The 2022 World Cup,The 2022 World Cup | The 2014 World Cup | The 2018 World Cup | The 2010 World Cup,,,Rectified programmatically
2232,Australia,easy,Australia's 1-0 win against Tunisia at the 2022 World Cup was in which stage?,Group stage,Group stage | Round of 16 | Quarter-final | Intercontinental playoff,,,Rectified programmatically
2236,Australia,easy,Australia's 2017 home WCQ vs Japan was NOT played at which stadium?,Melbourne Rectangular Stadium,Melbourne Rectangular Stadium | Stadium Australia | Docklands Stadium | Sydney Football Stadium,,,Rectified programmatically
2246,Australia,medium,Australia's 2022 World Cup run in Qatar revived football interest at home after reaching which stage?,The round of 16,The round of 16 | The quarter-finals | The group stage | The semi-finals,,,Rectified programmatically
3323,Austria,medium,Austria lost to Türkiye in which round of Euro 2024?,The round of 16,The round of 16 | The quarter-finals | The group stage | The semi-finals,,,Rectified programmatically
3327,Austria,medium,Austria missed four consecutive World Cups from 2010 to which year?,2022,2022 | 2018 | 2014 | 2026,,,Rectified programmatically
3332,Austria,medium,Austria qualified for Euro 2016 under Marcel Koller. Which manager oversaw their 2026 World Cup qualification?,Ralf Rangnick,Ralf Rangnick | Franco Foda | Dietmar Constantini | Marcel Koller,,,Rectified programmatically
3336,Austria,medium,Austria qualified for the 2026 World Cup under Rangnick; which major tournament did they qualify for under Koller?,Euro 2016,Euro 2016 | Euro 2020 | Euro 2008 | Euro 2024,,,Rectified programmatically
3361,Austria,easy,Austria's 3-2 Euro 2024 win was their highest scoring victory against which nation?,the Netherlands,the Netherlands | Italy | France | Germany,,,Rectified programmatically
3362,Austria,easy,Austria's 3-2 win at Euro 2024 was their first competitive victory over which nation?,The Netherlands,The Netherlands | Germany | France | Italy,,,Rectified programmatically
3366,Austria,medium,Austria's Euro 2020 loss to Italy was followed by what World Cup achievement?,Qualifying for 2026,Qualifying for 2026 | Qualifying for 2022 | Reaching the final | Winning the group,,,Rectified programmatically
3371,Austria,medium,Austria's national stadium for FIFA World Cup qualifiers has what approximate capacity?,"Approximately 50,865","Approximately 50,865 | Approximately 45,000 | Approximately 55,000 | Approximately 60,000",,,Rectified programmatically
3372,Austria,medium,"Austria's national stadium, Ernst-Happel-Stadion, holds how many fans?","Approximately 50,865","Approximately 50,865 | Approximately 45,000 | Approximately 55,000 | Approximately 60,000",,,Rectified programmatically
30404,Iran,medium,"Before 2018, what was Iran's World Cup head-to-head record against Portugal?","0 wins, 0 draws","0 wins, 0 draws | 1 win,  0 draws | 0 wins, 1 draw | 1 win, 1 draw",,,Rectified programmatically
8205,Cabo Verde,easy,"Before 2026, Cabo Verde failed to qualify for which World Cup tournaments?",Multiple World Cups,Multiple World Cups | Two World Cups | Three World Cups | Four World Cups,,,Rectified programmatically
34339,Jamaica,easy,"Before 2026, Jamaica's greatest feat was reaching consecutive finals in which tournament?",CONCACAF Gold Cup,CONCACAF Gold Cup | Copa América | FIFA World Cup | CONCACAF Nations League,,,Rectified programmatically
34340,Jamaica,easy,"Before 2026, what was Jamaica's greatest football achievement?",Two consecutive Gold Cup,Two consecutive Gold Cup finals | Winning the Caribbean Cup | Qualifying for the World Cup | Beating the United States,,,Rectified programmatically
34346,Jamaica,easy,"Before 2026, why was Jamaica's CONCACAF peak reaching two Gold Cup finals?",Their greatest achievement,Their greatest achievement | Their only achievement | Their final achievement | Their primary achievement,,,Rectified programmatically
6187,Brazil,medium,"Before Brazil's 2014 World Cup group stage win, which club did Neymar play for?",Santos,Santos | Flamengo | Palmeiras | Corinthians,,,Rectified programmatically
16600,Côte d'Ivoire,easy,"Before Emerse Faé's 2023 AFCON win, which Ivorian manager coached at the 2014 World Cup?",Sabri Lamouchi,Sabri Lamouchi | Sven-Göran Eriksson | Hervé Renard | Patrice Beaumelle,,,Rectified programmatically
23788,England,hard,"Before England lost the Euro 2020 final on penalties, which 2018 World Cup knockout match did they also win via spot-kicks?",Round of 16 vs,Round of 16 vs Colombia | Quarter-final vs Sweden | Round of 16 vs Japan | Quarter-final vs Argentina,,,Rectified programmatically
31707,Iraq,easy,"Before hosting the 2023 Gulf Cup, when did Iraq's stadium investment surge?",In recent years,In recent years | In the 1990s | In the 2000s | In the 2010s,,,Rectified programmatically
6190,Brazil,medium,"Before the 2018 World Cup, Brazil's FIFA ranking under Tite was back in which group?",The top five,The top five | The top ten | The top three | The top twenty,,,Rectified programmatically
30412,Iran,medium,"Before the 2018 World Cup, what was Iran's highest FIFA ranking position?",20th,20th | 15th | 25th | 30th,,,Rectified programmatically
1292,Argentina,easy,"Before the 2022 World Cup, which Argentine midfielder moved from River Plate to Benfica?",Enzo Fernández,Enzo Fernández | Rodrigo De Paul | Alexis Mac Allister | Thiago Almada,,,Rectified programmatically
6191,Brazil,medium,"Before the 2026 World Cup, when did Brazil appoint their first non-Brazilian manager?",May-25,May-25 | June 2016 | July 2023 | January 2013,,,Rectified programmatically
4376,Belgium,medium,"Before their 2022 World Cup group match, where was Belgium's training base?","Proximus Basecamp, Tubize","Proximus Basecamp, Tubize | Stade Roi Baudouin,  Brussels | King Power at Den Dreef, Leuven | Lotto Park, Anderlecht",,,Rectified programmatically
8217,Cabo Verde,easy,"Before their 2026 qualifiers, which country produced Cabo Verde's managers?",Portugal,Portugal | Brazil | Spain | France,,,Rectified programmatically
22793,Egypt,hard,"Before which FIFA World Cup era did Egypt's most-capped player, Ahmed Hassan, retire?",Before the 2018 era,Before the 2018 era | Before the 2014 era | Before the 2010 era | Before the 2022 era,,,Rectified programmatically
4379,Belgium,easy,Belgium beat Brazil in the 2018 World Cup quarter-final. Which other team did they beat in a 2018 knockout match?,England,England | France | Argentina | Italy,,,Rectified programmatically
4387,Belgium,medium,Belgium first reached number one in FIFA's rankings in which year?,2015,2015 | 2014 | 2016 | 2018,,,Rectified programmatically
4390,Belgium,easy,Belgium led France 2-0 but lost in the 2021 Nations League semi-final. What was the final score?,03-Feb,03-Feb | 2-1 | 4-3 | 2-0,,,Rectified programmatically
4403,Belgium,medium,Belgium lost 2-1 to Italy in which Euro quarter-final?,Euro 2020,Euro 2020 | Euro 2016 | Euro 2024 | Euro 2012,,,Rectified programmatically
4405,Belgium,easy,Belgium lost 3-1 to Wales in the Euro 2016 quarter-finals. Which nation eliminated them 2-1 in the Euro 2020 quarter-finals?,Italy,Italy | France | Portugal | Spain,,,Rectified programmatically
