category_id,country,question,answer,options,difficulty,explanation
12,Cabo Verde,"At the 2026 World Cup, Cabo Verde players feature in which of these leagues?",Portuguese league,"[""Saudi Pro League"", ""Major League Soccer"", ""Argentine Primera Divisi\u00f3n""]",easy,"The verified data states Cabo Verde's squad features players from the Portuguese, French, and other European leagues."
12,USA,"At the 2026 World Cup, which CONCACAF nation were 2024 Copa América semi-final hosts?",United States,"[""Mexico"", ""Canada"", ""Costa Rica""]",easy,The USA hosted and reached the semi-finals of the 2024 Copa América.
12,Italy,"At the 2026 World Cup, which Italian midfielder is described as the engine?",Nicolò Barella,"[""Sandro Tonali"", ""Nicol\u00f2 Zaniolo"", ""Manuel Locatelli""]",easy,The verified data states Nicolò Barella is the engine of Italy's midfield.
12,Jordan,"At the 2026 World Cup, which Jordanian player provides European-level quality?",Mousa Al-Taamari,"[""Yazan Al-Naimat"", ""Ali Olwan"", ""Baha' Abdel-Rahman""]",easy,The verified data states Mousa Al-Taamari provides European-level quality for Jordan.
12,DR Congo,"At the 2026 World Cup, which leagues feature DR Congo players?",Ligue 1 and Premier,"[""Ligue 1 and Premier League"", ""Serie A and La Liga"", ""Bundesliga and Eredivisie"", ""Primeira Liga and S\u00fcper Lig""]",medium,The verified squad information states DR Congo's team includes players from Ligue 1 and the Premier League.
12,Mexico,"At the 2026 World Cup, which Mexican player is the midfield anchor?",Edson Álvarez,"[""Andr\u00e9s Guardado"", ""Hirving Lozano"", ""Santiago Gim\u00e9nez""]",easy,The verified data states Edson Álvarez is the midfield anchor for Mexico's 2026 cycle.
12,USA,"At the 2026 World Cup, which nation's squad will be among the youngest?",United States,"[""Canada"", ""Mexico"", ""Australia""]",easy,The verified data states the USA's 2026 squad will be one of the youngest at the tournament.
12,Senegal,"At the 2026 World Cup, which Senegalese forward may be playing his final tournament?",Sadio Mané,"[""Nicolas Jackson"", ""Isma\u00efla Sarr"", ""Pape Matar Sarr""]",easy,The reference data states Sadio Mané may be approaching the end of his international career.
12,USA,"At the 2026 World Cup, which US striker represents a new generation?",Folarin Balogun,"[""Tim Weah"", ""Christian Pulisic"", ""Gio Reyna""]",easy,Folarin Balogun is highlighted as representing the new generation of US strikers for the 2026 squad.
12,Ecuador,"At what altitude does Ecuador's key 2022 World Cup qualifying venue, Estadio Rodrigo Paz Delgado, sit?","2,850 meters","[""2,650 meters"", ""3,100 meters"", ""2,400 meters""]",medium,"Estadio Rodrigo Paz Delgado in Quito is situated at an altitude of 2,850 meters."
12,Mexico,At what altitude does Mexico's Estadio Azteca host World Cup qualifiers?,"2,240 meters","[""1,850 meters"", ""3,100 meters"", ""1,600 meters""]",medium,"Estadio Azteca is located 2,240 meters above sea level."
12,Colombia,At what altitude in meters does Colombia's Estadio El Campín in Bogotá sit?,"2,640 meters","[""2,250 meters"", ""2,850 meters"", ""3,100 meters""]",medium,"Estadio El Campín in Bogotá, used for World Cup qualifiers, is at an altitude of 2,640 meters."
12,Ecuador,At what altitude is Ecuador's Estadio Rodrigo Paz Delgado located?,"2,850 meters","[""2,600 meters"", ""3,100 meters"", ""2,400 meters""]",medium,"The Estadio Rodrigo Paz Delgado in Quito is situated at an altitude of 2,850 meters."
12,Ecuador,"At what altitude is Ecuador's Estadio Rodrigo Paz Delgado, used for 2022 World Cup qualifiers?","2,850 metres","[""2,240 metres"", ""3,600 metres"", ""1,800 metres""]",medium,"Estadio Rodrigo Paz Delgado in Quito sits at an altitude of 2,850 metres."
12,Ecuador,At what altitude is Ecuador's key home stadium Estadio Rodrigo Paz Delgado?,"2,850 metres","[""2,200 metres"", ""3,600 metres"", ""1,800 metres""]",medium,"Estadio Rodrigo Paz Delgado in Quito is situated at an altitude of 2,850 metres."
12,Ecuador,At what altitude is Ecuador's key home stadium in Quito?,"2,850 meters","[""2,250 meters"", ""3,600 meters"", ""1,750 meters""]",medium,"Estadio Rodrigo Paz Delgado in Quito is situated at an altitude of 2,850 meters."
12,England,At which 2018 tournament did England's John Stones partner Harry Maguire?,The World Cup,"[""The Euros"", ""The Copa America"", ""The Confederations Cup""]",easy,The verified data states John Stones partnered Harry Maguire in central defence at the 2018 World Cup.
12,Cabo Verde,At which AFCON did Cabo Verde reach the group stage?,2015 AFCON,"[""2013 AFCON"", ""2017 AFCON"", ""2019 AFCON""]",hard,Cabo Verde qualified for and reached the group stage of the 2015 Africa Cup of Nations.
12,Germany,At which Euro tournament did Antonio Rüdiger anchor Germany's defence?,Euro 2024,"[""Euro 2020"", ""Euro 2016"", ""Euro 2012""]",medium,The verified data states Rüdiger anchored Germany's defence at Euro 2024.
12,Belgium,At which FIFA World Cup did Belgium's Eden Hazard deliver his most dazzling performances?,The 2018 World Cup,"[""The 2014 World Cup"", ""The -2022 World Cup"", ""The 2010 World Cup""]",hard,The verified fact states Hazard's dazzling performances were at the 2018 World Cup.
12,England,At which FIFA World Cup did Jordan Pickford become England's undisputed first-choice goalkeeper?,The 2018 World Cup,"[""The 2014 World Cup"", ""The 2022 World Cup"", ""The 2010 World Cup""]",hard,The verified data states Pickford has been the undisputed first-choice goalkeeper since the 2018 World Cup.
12,Senegal,"At which FIFA World Cup did Senegal's next generation of strikers, led by Nicolas Jackson, emerge?",2026 World Cup cycle,"[""2022 World Cup"", ""2018 World Cup"", ""2014 World Cup""]",hard,The reference data states Nicolas Jackson represents the next generation for the 2026 cycle.
12,Cameroon,At which FIFA World Cup was Cameroon's Eric Maxim Choupo-Moting a key forward?,2022 World Cup,"[""2018 World Cup"", ""2014 World Cup"", ""2010 World Cup""]",medium,The verified reference data states Choupo-Moting was a key forward at the 2022 World Cup.
12,Chile,At which FIFA World Cup was Chile forward Eduardo Vargas a key player?,2014 World Cup,"[""2010 World Cup"", ""2018 World Cup"", ""2022 World Cup""]",medium,The reference data states Eduardo Vargas was a key forward at the 2014 World Cup.
12,Denmark,At which FIFA World Cup was Denmark's Pierre-Emile Højbjerg a key midfielder?,2022 World Cup,"[""2018 World Cup"", ""2014 World Cup"", ""2010 World Cup""]",medium,The reference data states Højbjerg was a key midfielder at the 2022 World Cup.
12,Denmark,At which FIFA World Cup was Denmark's Yussuf Poulsen a key forward?,2018 World Cup,"[""2014 World Cup"", ""2022 World Cup"", ""2010 World Cup""]",medium,The verified fact states Yussuf Poulsen was a key forward at the 2018 World Cup.
12,Ghana,At which FIFA World Cup was Ghana's Mohammed Salisu a key centre-back?,The 2022 World Cup,"[""The, 2018 World Cup"", ""The 2014 World Cup"", ""The 2010 World Cup""]",hard,The reference data states Mohammed Salisu was a key centre-back at the 2022 World Cup.
12,Ghana,At which FIFA World Cup was Ghana's Sulley Muntari a key midfielder?,2010 World Cup,"[""2014 World Cup"", ""2018 World Cup"", ""2022 World Cup""]",medium,The verified data states Sulley Muntari was a key midfielder at the 2010 World Cup.
12,Japan,At which FIFA World Cup was Japan's Junya Ito a key winger?,2022 World Cup,"[""2018 World Cup"", ""2014 World Cup"", ""2010 World Cup""]",medium,The verified data states Junya Ito was a key winger at the 2022 World Cup.
12,Croatia,At which FIFA World Cup was Luka Modrić still Croatia's captain at age 39?,2026 World Cup,"[""2022 World Cup"", ""2018 World Cup"", ""2014 World Cup""]",medium,"Based on the verified data, Luka Modrić continues to captain Croatia at 39-40 years of age, which corresponds to the 2026 tournament."
12,France,At which FIFA World Cup was Ousmane Dembélé a key attacking option for France?,2022 World Cup,"[""2018 World Cup"", ""2014 World Cup"", ""2010 World Cup""]",medium,The verified data states Dembélé was a key attacking option across the 2022 World Cup and Euro 2024.
12,Cabo Verde,At which FIFA World Cup will Cabo Verde make their debut?,2026 World Cup,"[""2022 World Cup"", ""2018 World Cup"", ""2014 World Cup""]",medium,The verified data states that the 2026 World Cup will be Cabo Verde's first ever.
12,Chile,At which FIFA World Cup will Chile's new generation debut?,2026 World Cup,"[""2022 World Cup"", ""2030 World Cup"", ""2034 World Cup""]",medium,The verified data states the 2026 World Cup squad will feature a new generation of Chilean players.
12,USA,At which FIFA World Cup will the USA field one of the youngest squads?,2026,"[""2022"", ""2030"", ""2018""]",medium,The verified data states the USA's 2026 squad will be one of the youngest at that tournament.
12,Belgium,At which major tournament did Belgium's Jérémy Doku become a key winger?,Euro 2024,"[""Euro 2020"", ""World Cup 2022"", ""World Cup 2018""]",medium,The verified data states Doku was a key winger at Euro 2024.
12,Germany,At which major tournament was German winger Leroy Sané a key player in 2024?,Euro 2024,"[""World Cup 2018"", ""World Cup (2022)"", ""World Cup 2026""]",medium,The verified data states Leroy Sané was a key winger across the 2022 World Cup and Euro 2024.
12,Germany,At which stadium did Germany lose 2-0 to England in Euro 2020?,Wembley Stadium,"[""Allianz Arena"", ""Stadio Olimpico"", ""Est\u00e1dio do Drag\u00e3o""]",easy,The verified fact states the match took place at Wembley.
12,England,At which tournament did Declan Rice first anchor England's midfield?,Euro 2020,"[""2018 World Cup"", ""2022 World Cup"", ""Euro 2024""]",medium,The verified data states Declan Rice anchored England's midfield from Euro 2020 onwards.
12,Germany,At which tournament did Germany's squad feature mostly Bundesliga players?,Euro 2024,"[""Euro \u2014 2020"", ""World Cup 2022"", ""World Cup 2018""]",medium,The verified fact states Germany's Euro 2024 squad was predominantly Bundesliga-based.
12,Austria,At which tournament did Ralf Rangnick debut Austria's pressing style?,Euro 2024,"[""Euro,  2020"", ""Euro, 2016"", ""Euro, 2008""]",medium,Ralf Rangnick transformed Austria into a pressing team at Euro 2024.
12,Belgium,At which tournament was Belgian winger Jérémy Doku a key player?,Euro 2024,"[""Euro 2020"", ""World Cup 2022"", ""World Cup 2018""]",medium,The verified data states Jérémy Doku was a key winger at Euro 2024.
12,Germany,At which tournament was Germany's Niclas Füllkrug a key impact substitute?,Euro 2024,"[""World Cup 2022"", ""Euro 2020"", ""World Cup 2018""]",medium,The verified data states Niclas Füllkrug was a reliable impact substitute and scorer at Euro 2024.
12,Belgium,At which tournament was Leandro Trossard a key forward for Belgium?,Euro 2024,"[""2022 World Cup"", ""Euro 2020"", ""2018 World Cup""]",medium,The reference data states Leandro Trossard was a key forward for Belgium at Euro 2024.
12,Germany,At which tournament was Niclas Füllkrug Germany's reliable impact substitute?,Euro 2024,"[""Euro 2020"", ""World Cup 2022"", ""World Cup 2018""]",medium,The verified fact states Füllkrug served as a reliable impact substitute and scorer specifically at Euro 2024.
12,Paraguay,At which two tournaments did Gerardo Martino manage Paraguay?,"2010 World Cup, 2011","[""2010 World Cup, 2011 Copa Am\u00e9rica"", ""2014 World Cup,  2015 Copa Am\u00e9rica"", ""2018 World Cup, 2019 Copa Am\u00e9rica"", ""2006 World Cup, 2007 Copa Am\u00e9rica""]",medium,Gerardo Martino managed Paraguay at the 2010 FIFA World Cup and the 2011 Copa América.
12,Colombia,At which two World Cups was Colombia's Juan Cuadrado a key player?,2014 and 2018,"[""2010 and 2014"", ""2018 and 2022"", ""2010 and 2018""]",medium,The verified data states Juan Cuadrado was a key player for Colombia at both the 2014 and 2018 FIFA World Cups.
12,Germany,At which UEFA Euros did Kai Havertz score important goals for Germany?,Euro 2020 and 2024,"[""Euro 2016 and 2020"", ""Euro 2012 and 2016"", ""Euro 2008 and 2012""]",hard,The verified fact states Havertz scored important goals at Euro 2020 and Euro 2024.
12,Argentina,At which World Cup did Argentina's squad have an average age of 28?,2022 World Cup,"[""2018 World Cup"", ""2014 World Cup"", ""2010 World Cup""]",medium,The verified data states Argentina's 2022 World Cup-winning squad had an average age of approximately 28 years.
12,Belgium,At which World Cup did Belgium's Thibaut Courtois make match-winning saves?,The 2018 World Cup,"[""The 2014 World Cup"", ""The 2022 World Cup"", ""The 2010 World Cup""]",hard,The verified fact states his match-winning saves were at the 2018 World Cup.
12,Brazil,At which World Cup did Brazil first use Marquinhos and Thiago Silva as their primary center-back pair?,2022 World Cup,"[""2018 World Cup"", ""2014 World Cup"", ""2010 World Cup""]",medium,"The verified data states Marquinhos and Thiago Silva formed Brazil's first-choice centre-back partnership, which was established by the 2022 tournament."
12,Brazil,At which World Cup did Brazil's Alisson first become undisputed first-choice goalkeeper?,2018 World Cup,"[""2014 World Cup"", ""2022 World Cup"", ""2010 World Cup""]",medium,The verified data states Alisson was Brazil's undisputed first-choice goalkeeper from 2018 to 2022.
