cluster,country,question,answer
117,Argentina,Which Argentina player scored against Poland in the 2022 World Cup group stage?,Alexis Mac Allister
117,Argentina,Which Argentina player scored in the 2022 World Cup group stage?,Alexis Mac Allister
118,Argentina,When did Argentina qualify for the 2018 FIFA World Cup?,On the final matchday
118,Argentina,When did Argentina qualify for the 2018 World Cup?,On the final matchday
119,Argentina,Which nation scored more goals than Argentina at the 2022 World Cup?,France
119,Argentina,Which team scored more goals than Argentina at the 2022 World Cup?,France
120,Argentina,Which CONMEBOL team finished ahead of Argentina in 2022 World Cup qualifying?,Brazil
120,Argentina,Which nation finished ahead of Argentina in 2022 World Cup qualifying?,Brazil
120,Argentina,"In 2022 World Cup qualifying, which CONMEBOL nation finished ahead of Argentina?",Brazil
121,Argentina,Which Argentina player retired from international football in 2018?,Gonzalo Higuaín
121,Argentina,Which Argentina striker retired from international football in 2018?,Gonzalo Higuaín
122,Argentina,Which team did Argentina beat in the 2022 FIFA World Cup final?,France
122,Argentina,Which team did Argentina defeat in the 2022 World Cup final?,France
122,Argentina,Which team did Argentina defeat in the 2022 FIFA World Cup final?,France
123,Argentina,Which Argentina player was the 2021 Copa América's best player?,Lionel Messi
123,Argentina,Which Argentina star was Copa América's best player in 2021?,Lionel Messi
123,Argentina,Which Argentina star was the 2021 Copa América's Best Player?,Lionel Messi
124,Argentina,Which Argentina player won the 2022 World Cup Golden Ball?,Lionel Messi
124,Argentina,Which Argentina player won the Golden Ball at the 2022 FIFA World Cup?,Lionel Messi
124,Argentina,Which Argentine player won the 2022 World Cup Golden Ball?,Lionel Messi
124,Argentina,Which Argentina star won the Golden Ball at the 2022 FIFA World Cup?,Lionel Messi
125,Argentina,Which CONMEBOL rival did Argentina beat 3-0 in a 2022 World Cup qualifier in Buenos Aires?,Uruguay
125,Argentina,Which team did Argentina beat 3-0 in a 2022 World Cup qualifier in Buenos Aires?,Uruguay
126,Argentina,Which Argentina goalkeeper made a last-minute extra-time save in the 2022 World Cup final?,Emiliano Martínez
126,Argentina,Which Argentina goalkeeper made a last-minute extra time save in the 2022 World Cup final?,Emiliano Martínez
127,Argentina,Which Argentina manager was first appointed as interim in November 2018?,Lionel Scaloni
127,Argentina,"Which Argentine manager was appointed in November 2018, initially as interim?",Lionel Scaloni
127,Argentina,"Which Argentina manager was appointed in November 2018, initially as interim?",Lionel Scaloni
128,Argentina,Which team beat Argentina in the 2019 Copa América semi-final?,Brazil
128,Argentina,Which team eliminated Argentina in the 2019 Copa América semi-final?,Brazil
129,Argentina,Which Argentine won the Golden Ball at both the 2014 and 2022 World Cups?,Lionel Messi
129,Argentina,Which Argentine player won the Golden Ball at both the 2014 and 2022 FIFA World Cups?,Lionel Messi
130,Argentina,Which Argentina manager reached the 2014 World Cup final?,Alejandro Sabella
130,Argentina,Which Argentine manager reached the 2014 World Cup final?,Alejandro Sabella
130,Argentina,Which Argentina manager reached the 2014 FIFA World Cup final?,Alejandro Sabella
131,Argentina,Which Argentina defender was part of the 2022 World Cup-winning squad?,Lisandro Martínez
131,Argentina,Which Argentine defender was part of the 2022 World Cup-winning squad?,Lisandro Martínez
132,Argentina,Which Argentina player's 2018 hat-trick secured their World Cup qualification?,Lionel Messi
132,Argentina,Which Argentina player's goals secured their 2018 World Cup qualification?,Lionel Messi
133,Argentina,Which Argentina forward was part of their 2014 World Cup squad?,Ezequiel Lavezzi
133,Argentina,Which Argentina attacker was part of their 2014 World Cup squad?,Ezequiel Lavezzi
133,Argentina,Which Argentina forward was part of the 2014 World Cup squad?,Ezequiel Lavezzi
134,Argentina,Which team beat Argentina in the 2018 World Cup round of 16?,France
134,Argentina,Which team eliminated Argentina in the 2018 World Cup round of 16?,France
134,Argentina,Which team eliminated Argentina in the 2018 FIFA World Cup round of 16?,France
135,Argentina,Which rival did Argentina beat 2-1 in the 2019 Copa América third-place match?,Chile
135,Argentina,Argentina beat which CONMEBOL rival 2-1 in the 2019 Copa América third-place match?,Chile
135,Argentina,Which nation did Argentina beat 2-1 in the 2019 Copa América third-place match?,Chile
136,Argentina,Which Argentina forward won the Premier League Golden Boot in the 2014-15 season?,Sergio Agüero
136,Argentina,Which Argentina forward won the 2014-15 Premier League Golden Boot?,Sergio Agüero
137,Argentina,Which team beat Argentina in the 2015 Copa América final?,Chile
137,Argentina,Which nation beat Argentina in the 2015 Copa América final?,Chile
138,Argentina,Which Argentina goalkeeper saved Randal Kolo Muani's shot in the 2022 World Cup final?,Emiliano Martínez
138,Argentina,Which Argentina player saved Kolo Muani's shot in the 2022 World Cup final?,Emiliano Martínez
139,Argentina,What was Argentina's winning margin against Italy in the 2022 Finalissima?,3-0
139,Argentina,What was Argentina's winning score against Italy in the 2022 Finalissima?,3-0
140,Argentina,Which Argentina player missed a penalty against Iceland at the 2018 World Cup?,Lionel Messi
140,Argentina,Which Argentina player missed a penalty at the 2018 World Cup?,Lionel Messi
140,Argentina,Which player missed a penalty against Argentina at the 2018 World Cup?,Lionel Messi
141,Argentina,Which Argentina forward scored four goals at the 2022 FIFA World Cup?,Julián Álvarez
141,Argentina,Which Argentina player scored four goals at the 2022 FIFA World Cup?,Julián Álvarez
142,Argentina,Which Argentina youth product scored in the 2022 World Cup final?,Ángel Di María
142,Argentina,Which Argentina youth product scored the winning goal in the 2022 World Cup final?,Ángel Di María
143,Argentina,Which Argentina player scored against the Netherlands in the 2022 World Cup quarter-final?,Nahuel Molina
143,Argentina,Which Argentine player scored against the Netherlands in the 2022 World Cup quarter-final?,Nahuel Molina
144,Argentina,Which Argentina player was the left-back at the 2022 FIFA World Cup?,Marcos Acuña
144,Argentina,Which Argentina player was the primary left-back at the 2022 World Cup?,Marcos Acuña
145,Argentina,Which Argentina manager lost two consecutive Copa América finals in 2015 and 2016?,Gerardo Martino
145,Argentina,Which Argentina manager lost consecutive Copa América finals in 2015 and 2016?,Gerardo Martino
146,Argentina,Which Argentina player was named Best Player of the 2021 Copa América?,Lionel Messi
146,Argentina,Which Argentine player was named Best Player of the 2021 Copa América?,Lionel Messi
146,Argentina,Which Argentina star was named Best Player of the 2021 Copa América?,Lionel Messi
147,Argentina,Who captained Argentina at the 2022 FIFA World Cup?,Lionel Messi
147,Argentina,Who captained Argentina at the 2022 World Cup in Qatar?,Lionel Messi
147,Argentina,Who captained Argentina at the 2022 World Cup?,Lionel Messi
148,Argentina,Which team did Argentina beat to finish third at the 2019 Copa América?,Chile
148,Argentina,Which team did Argentina defeat to finish third at the 2019 Copa América?,Chile
149,Argentina,Which Argentina player scored the 2022 World Cup final's winning penalty?,Gonzalo Montiel
149,Argentina,Which Argentine player scored the 2022 World Cup final's winning penalty?,Gonzalo Montiel
150,Argentina,Which Argentina player scored the winning goal in the 2021 Copa América final?,Ángel Di María
150,Argentina,Which Argentina player scored the only goal in the 2021 Copa América final?,Ángel Di María
151,Argentina,Which team eliminated host Argentina in the 2011 Copa América quarter-finals?,Uruguay
151,Argentina,"In the 2011 Copa América quarter-finals, which team eliminated host nation Argentina?",Uruguay
152,Argentina,What was Argentina's FIFA ranking at the 2022 World Cup?,3rd
152,Argentina,What was Argentina's FIFA ranking at the start of the 2022 World Cup?,3rd
152,Argentina,What was Argentina's FIFA ranking entering the 2022 World Cup?,3rd
153,Argentina,At which World Cup was Argentina's FIFA ranking 5th?,2018 World Cup
153,Argentina,"At which World Cup was Argentina's FIFA ranking 5th, not 3rd?",2018 World Cup
154,Argentina,Where is Argentina's training base for World Cup squads?,AFA complex in Ezeiza
154,Argentina,Where is Argentina's training base for World Cup qualifiers?,AFA complex in Ezeiza
155,Argentina,Which Argentine defender had over 100 caps by the 2022 World Cup?,Nicolás Otamendi
155,Argentina,Which Argentine defender earned over 100 caps by the 2022 World Cup?,Nicolás Otamendi
156,Argentina,At which stadium did Argentina captain Messi lift the 2022 World Cup trophy?,Lusail Stadium
156,Argentina,At which stadium did Lionel Messi lift the 2022 World Cup trophy for Argentina?,Lusail Stadium
157,Argentina,When did Argentina's Sergio Agüero win the Premier League Golden Boot?,2014-15 season
157,Argentina,When did Argentine Sergio Agüero win the Premier League Golden Boot?,2014-15 season
158,Argentina,After which 2016 final did Argentina's Messi announce his retirement?,Copa América final
158,Argentina,After which 2016 tournament did Argentina's Messi announce his retirement?,Copa América final
159,Argentina,Which Argentina goalkeeper won the Golden Glove at the 2022 FIFA World Cup?,Emiliano Martínez
159,Argentina,Which Argentine goalkeeper won the Golden Glove at the 2022 FIFA World Cup?,Emiliano Martínez
160,Argentina,Which nation eliminated Argentina on penalties in the 2011 Copa América quarter-finals?,Uruguay
160,Argentina,Which team eliminated Argentina on penalties in the 2011 Copa América quarter-finals?,Uruguay
161,Argentina,Which team did Argentina lose consecutive Copa América finals to in 2015 and 2016?,Chile
161,Argentina,Which rival did Argentina lose consecutive Copa América finals to in 2015 and 2016?,Chile
162,Argentina,How many goals did Argentina score at the 2022 FIFA World Cup?,15 goals
162,Argentina,How many goals did Argentina score in the 2022 FIFA World Cup?,15 goals
163,Argentina,Which Argentina centre-back became a key starter from 2021 onwards?,Cristian Romero
163,Argentina,Which Argentina centre-back became key from 2021 onwards?,Cristian Romero
164,Argentina,Which Argentina manager was sacked in 2017 after poor World Cup qualification results?,Edgardo Bauza
164,Argentina,Which Argentina manager was sacked in 2017 for poor World Cup qualification results?,Edgardo Bauza
165,Argentina,Which Argentina player had 198 caps as of 2026?,Lionel Messi
165,Argentina,Which Argentina player had a record 198 caps as of 2026?,Lionel Messi
166,Argentina,After which Copa América final did Lionel Messi first announce his retirement from Argentina?,2016 Copa América
166,Argentina,After which Copa América final did Messi announce his initial retirement from Argentina?,2016 Copa América
167,Argentina,Which rival did Argentina beat 1-0 in the 2021 Copa América final?,Brazil
167,Argentina,Argentina beat which rival 1-0 in the 2021 Copa América final?,Brazil
168,Argentina,Which player scored a hat-trick for France against Argentina in the 2022 World Cup final?,Kylian Mbappé
168,Argentina,Which France player scored a hat-trick against Argentina in the 2022 World Cup final?,Kylian Mbappé
169,Argentina,"At the 2019 Copa América, which team beat Argentina 2-0 in the semi-final?",Brazil
169,Argentina,Which team beat Argentina 2-0 in the 2019 Copa América semi-final?,Brazil
170,Argentina,In which year did Argentina beat Uruguay 3-0 in a World Cup qualifier in Buenos Aires?,2022
170,Argentina,When did Argentina beat Uruguay 3-0 in a World Cup qualifier in Buenos Aires?,2022
171,Argentina,Which Argentina player retired internationally after the 2016 Copa América final?,Lionel Messi
171,Argentina,Which Argentina player retired after the 2016 Copa América final loss?,Lionel Messi
172,Argentina,Which Argentina player was joint-top scorer at the 2024 Copa América?,Lautaro Martínez
172,Argentina,"At the 2024 Copa América, which Argentina player was joint-top scorer?",Lautaro Martínez
173,Argentina,Which Argentina captain lifted the World Cup trophy in 2022?,Lionel Messi
173,Argentina,Which Argentina player lifted the World Cup trophy in 2022?,Lionel Messi
174,Argentina,Which Argentine goalkeeper won the 2024 Copa América Golden Glove award?,Emiliano Martínez
174,Argentina,Which Argentine goalkeeper won the Golden Glove award at the 2024 Copa América?,Emiliano Martínez
175,Argentina,Which Argentina stadium had the largest capacity for 2022 World Cup qualifiers?,Estadio Monumental
175,Argentina,"For 2022 World Cup qualifiers, which Argentine stadium had the largest capacity?",Estadio Monumental
176,Argentina,Which Argentina player captained both the 2022 World Cup and 2024 Copa América?,Lionel Messi
176,Argentina,Which Argentina player captained his nation at both the 2022 World Cup and 2024 Copa América?,Lionel Messi
177,Argentina,Which Argentina manager was appointed head coach in November 2018?,Lionel Scaloni
177,Argentina,Which Argentina manager was appointed in November 2018?,Lionel Scaloni
178,Argentina,Which Argentina player won the Golden Glove award at the 2022 World Cup?,Emiliano Martínez
178,Argentina,Which Argentina player won the 2022 World Cup Golden Glove?,Emiliano Martínez
179,Argentina,Which Argentina player has won eight Ballon d'Or awards?,Lionel Messi
